law_source,law_text,law_number,law_year
c.p.p.,"1. L'autorità giudiziaria, quando occorre procedere alla rimozione dei sigilli, ne verifica prima l'identità e l'integrità con l'assistenza dell'ausiliario. Compiuto l'atto per cui si è resa necessaria la rimozione dei sigilli, le cose sequestrate sono nuovamente sigillate dall'ausiliario in presenza dell'autorità giudiziaria. L'autorità giudiziaria e l'ausiliario appongono presso il sigillo la data e la sottoscrizione.",447,
c.p.p.,"4. Dopo la sentenza non più soggetta a impugnazione le cose sequestrate sono restituite a chi ne abbia diritto, salvo che sia disposta la confisca.",447,
c.p.p.,"6. Dopo la sentenza non più soggetta a impugnazione, provvede il giudice dell'esecuzione.",447,
c.p.p.,"2-bis. L'intercettazione di comunicazioni tra presenti mediante inserimento di captatore informatico su dispositivo elettronico portatile è sempre consentita nei procedimenti per i delitti di cui all'articolo 51, commi 3-bis e 3-quater, e, previa indicazione delle ragioni che ne giustificano l'utilizzo anche nei luoghi indicati dall'articolo 614 del codice penale, per i delitti dei pubblici ufficiali o degli incaricati di pubblico servizio contro la pubblica amministrazione per i quali è prevista la pena della reclusione non inferiore nel massimo a cinque anni, determinata a norma dell'articolo 4. (253) (260) (263) (267) (270) ((275))",447,
c.p.p.,"1. Nei procedimenti relativi ai reati indicati nell'articolo 266, nonché a quelli commessi mediante l'impiego di tecnologie informatiche o telematiche, è consentita l'intercettazione del flusso di comunicazioni relativo a sistemi informatici o telematici ovvero intercorrente tra più sistemi",447,
c.p.p.,"5. In apposito registro riservato gestito, anche con modalità informatiche, e tenuto sotto la direzione e la sorveglianza del Procuratore della Repubblica, sono annotati, secondo un ordine cronologico, i decreti che dispongono, autorizzano, convalidano o prorogano le intercettazioni e, per ciascuna intercettazione, l'inizio e il termine delle operazioni. (270) (275)",447,
c.p.p.,"8. I difensori possono estrarre copia delle trascrizioni e fare eseguire la trasposizione della registrazione su idoneo supporto. In caso di intercettazione di flussi di comunicazioni informatiche o telematiche i difensori possono richiedere copia su idoneo supporto dei flussi intercettati, ovvero copia della stampa prevista dal comma 7. (270) (275)
(163)",447,
c.p.p.,"3. La distruzione, nei casi in cui è prevista, viene eseguita sotto controllo del giudice. Dell'operazione è redatto verbale.",447,
c.p.p.,3. Il pubblico ministero e i difensori delle parti hanno altresì facoltà di esaminare i verbali e le registrazioni in precedenza depositati nel procedimento in cui le intercettazioni furono autorizzate.,447,
c.p.p.,8. In nessun caso il segreto di Stato è opponibile alla Corte costituzionale. La Corte adotta le necessarie garanzie per la segretezza del procedimento.,447,
c.p.p.,"3. In ogni stato e grado del processo il giudice dispone che la documentazione delle intercettazioni previste dai commi 1 , 1-bis e 2 sia distrutta, salvo che costituisca corpo del reato. (253) (260) (263) (267) (270)((275))",447,
c.p.p.,1. Le libertà della persona possono essere limitate con misure cautelari soltanto a norma delle disposizioni del presente titolo.,447,
c.p.p.,"2. Nessuna misura può essere applicata se risulta che il fatto è stato compiuto in presenza di una causa di giustificazione o di non punibilità o se sussiste una causa di estinzione del reato
ovvero una causa di estinzione della pena che si ritiene possa essere irrogata.",447,
c.p.p.,"1. Le misure cautelari sono disposte:
a) quando sussistono specifiche ed iderogabili esigenze attinenti alle indagini relative ai fatti per i quali si procede, in relazione a situazioni di concreto ed attuale pericolo per l'acquisizione o la genuinità della prova, fondate su circostanze di fatto espressamente indicate nel provvedimento a pena di nullità rilevabile anche di ufficio. Le situazioni di concreto ed attuale pericolo non possono essere individuate nel rifiuto della persona sottoposta alle indagini o dell'imputato di rendere dichiarazioni né nella mancata ammissione degli addebiti;
b) quando l'imputato si è dato alla fuga o sussiste concreto ((e attuale)) pericolo che egli si dia alla fuga, sempre che il giudice ritenga che possa essere irrogata una pena superiore a due anni di reclusione ((. Le situazioni di concreto e attuale pericolo non possono essere desunte esclusivamente dalla gravità del titolo di reato per cui si procede));
c) quando, per specifiche modalità e circostanze del fatto e per la personalità della persona sottoposta alle indagini o dell'imputato, desunta da comportamenti o atti concreti o da suoi precedenti penali, sussiste il concreto ((e attuale)) pericolo che questi commetta gravi delitti con uso di armi o di altri mezzi di violenza personale o diretti contro l'ordine costituzionale ovvero delitti di criminalità organizzata o della stessa specie di quello per cui si procede. Se il pericolo riguarda la commissione di delitti della stessa specie di quello per cui si procede, le misure di custodia cautelare sono disposte soltanto se trattasi di delitti per i quali è prevista la pena della reclusione non inferiore nel massimo a quattro anni ovvero, in caso di custodia cautelare in carcere, di delitti per i quali è prevista la pena della reclusione non inferiore nel massimo a cinque anni ((nonché per il delitto di finanziamento illecito dei partiti di cui all'articolo 7 della legge 2 maggio 1974, n. 195, e successive modificazioni)). ((Le situazioni di concreto e attuale pericolo, anche in relazione alla personalità dell'imputato, non possono essere desunte esclusivamente dalla gravità del titolo di reato per cui si procede)).",447,
c.p.p.,"5. COMMA ABROGATO DAL D.L. 14 MAGGIO 1993, N. 139, CONVERTITO CON MODIFICAZIONI DALLA L. 14 LUGLIO 1993, N. 222.",447,
c.p.p.,3. L'imputato che ha accettato l'applicazione dei mezzi e strumenti di cui al comma 1 è tenuto ad agevolare le procedure di installazione e ad osservare le altre prescrizioni impostegli.,447,
c.p.p.,"1-ter. In deroga a quanto previsto nel comma 1, in caso di trasgressione alle prescrizioni degli arresti domiciliari concernenti il divieto di allontanarsi dalla propria abitazione o da altro luogo di privata dimora ((e, comunque, in caso di manomissione dei mezzi elettronici e degli altri strumenti tecnici di controllo di cui all'articolo 275-bis, anche quando applicati ai sensi degli articoli 282-bis e 282-ter)), il giudice dispone la revoca della misura e la sostituzione con la custodia cautelare in carcere, salvo che il fatto sia di lieve entità.",447,
c.p.p.,"1. Le modalità di esecuzione delle misure devono salvaguardare i diritti della persona ad esse sottoposta, il cui esercizio non sia incompatibile con le esigenze cautelari del caso concreto.",447,
c.p.p.,"1. Agli effetti dell'applicazione delle misure, si ha riguardo alla pena stabilita dalla legge per ciascun reato consumato o tentato. Non si tiene conto della continuazione, della recidiva e delle circostanze del reato, fatta eccezione (( della circostanza aggravante prevista al numero 5) dell'articolo 61 del codice penale e )) della circostanza attenuante prevista dall'articolo 62 n. 4 del codice penale nonché delle circostanze per le quali la legge stabilisce una pena di specie diversa da quella ordinaria del reato e di quelle ad effetto speciale.PERIODO ABROGATO DALLA L. 8 AGOSTO 1995, N. 332.",447,
c.p.p.,"1. Sull'applicazione e sulla revoca delle misure nonché sulle modifiche delle loro modalità esecutive, provvede il giudice che procede. Prima dell'esercizio dell'azione penale provvede il giudice per le indagini preliminari.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"2-bis. Con l'ordinanza che applica una delle altre misure coercitive previste dal presente capo, il giudice dispone in ogni caso il divieto di espatrio. ((54))",447,
c.p.p.,2. Il giudice fissa i giorni e le ore di presentazione tenendo conto dell'attività lavorativa e del luogo di abitazione dell'imputato.,447,
c.p.p.,"6. Qualora si proceda per uno dei delitti previsti dagli articoli 570, 571, 572, ((575, nell'ipotesi di delitto tentato, )) 582, limitatamente alle ipotesi procedibili d'ufficio o comunque aggravate, ((583-quinquies,)) 600, 600-bis, 600-ter, 600-quater, 600-septies.1, 600-septies.2, 601, 602, 609-bis, 609-ter, 609-quater, 609-quinquies , 609-octies e 612, secondo comma, 612-bis, del codice penale, commesso in danno dei prossimi congiunti o del convivente, la misura può essere disposta anche al di fuori dei limiti di pena previsti dall'articolo 280 , ((con le modalità di controllo previste dall'articolo 275-bis e con la prescrizione di mantenere una determinata distanza, comunque non inferiore a cinquecento metri, dalla casa familiare e da altri luoghi determinati abitualmente frequentati dalla persona offesa, salvo che la frequentazione sia necessaria per motivi di lavoro. In tale caso, il giudice prescrive le relative modalità e può imporre limitazioni)). ((Con lo stesso provvedimento che dispone l'allontanamento, il giudice prevede l'applicazione, anche congiunta, di una misura più grave qualora l'imputato neghi il consenso all'adozione delle modalità di controllo anzidette. Qualora l'organo delegato per l'esecuzione accerti la non fattibilità tecnica delle predette modalità di controllo, il giudice impone l'applicazione, anche congiunta, di ulteriori misure cautelari anche più gravi)).",447,
c.p.p.,"4. Quando la frequentazione dei luoghi di cui ai commi 1 e 2 sia necessaria per motivi di lavoro ovvero per esigenze abitative, il giudice prescrive le relative modalità e può imporre limitazioni.",447,
c.p.p.,"1-bis. Con la comunicazione prevista dal comma 1, la persona offesa è informata della facoltà di richiedere l'emissione di un ordine di protezione europeo.",447,
c.p.p.,"6. Dei provvedimenti del giudice è data in ogni caso immediata comunicazione all'autorità di polizia competente, che ne vigila l'osservanza e fa rapporto al pubblico ministero di ogni infrazione.",447,
c.p.p.,"5-bis. Non possono essere, comunque, concessi gli arresti domiciliari a chi sia stato condannato per il reato di evasione nei cinque anni precedenti al fatto per il quale si procede, salvo che il giudice ritenga, sulla base di specifici elementi, che il fatto sia di lieve entità e che le esigenze cautelari possano essere soddisfatte con tale misura. A tale fine il giudice assume nelle forme più rapide le relative notizie.",447,
c.p.p.,"3. Per determinare la pena da eseguire, la custodia cautelare subita si computa a norma dell'articolo 657, anche quando si tratti di custodia cautelare subita all'estero in conseguenza di una domanda di estradizione ovvero nel caso di rinnovamento del giudizio a norma dell'articolo 11 del codice penale.",447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">((181a))</span>
</div>",447,
c.p.p.,2. Si applicano le disposizioni dell'articolo 285 commi 2 e 3.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">((106))</span>
</div>",447,
c.p.p.,"1. Salvo quanto previsto da disposizioni particolari, le misure previste in questo capo possono essere applicate solo quando si procede per delitti per i quali la legge stabilisce la pena dell'ergastolo o della reclusione superiore nel massimo a tre anni.",447,
c.p.p.,"2. Qualora si proceda per un delitto contro la libertà sessuale, ovvero per uno dei delitti previsti dagli articoli 530 e 571 del codice penale, commesso in danno di prossimi congiunti, la misura può essere disposta anche al di fuori dei limiti di pena previsti dall'articolo 287 comma 1.",447,
c.p.p.,3. La misura non si applica agli uffici elettivi ricoperti per diretta investitura popolare.,447,
c.p.p.,"<div class=""art-comma-div-akn"">
<span class=""art_text_in_comma"">))</span>
</div>",447,
c.p.p.,"2. Qualora si proceda per un delitto contro l'incolumità pubblica o contro l'economia pubblica, l'industria e il commercio ovvero per alcuno dei delitti previsti dalle disposizioni penali in materia di società e di consorzi o dagli articoli 353, 355, 373, 380 e 381 del codice penale, la misura può essere disposta anche al di fuori dei limiti di pena previsti dall'articolo 287 comma 1.",447,
