Source,Article,Comma number,Comma content
c.p.p.,Art. 697,1-quinquies.,1-quinquies. La decisione di non dare corso alla domanda di estradizione è comunicata dal Ministro della giustizia allo Stato estero e all'autorità giudiziaria.
c.p.p.,Art. 697,2.,"2. Nel concorso di più domande di estradizione, il ((Ministro della giustizia)) ne stabilisce l'ordine di precedenza. A tal fine egli tiene conto di tutte le circostanze del caso e in particolare della data di ricezione delle domande, della gravità e del luogo di commissione del reato o dei reati, della nazionalità e della residenza della persona richiesta e della possibilità di una riestradizione dallo stato richiedente a un altro stato."
c.p.p.,Art. 698,1.,"1. Non può essere concessa l'estradizione per un reato politico né quando vi è ragione di ritenere che l'imputato o il condannato verrà sottoposto ad atti persecutori o discriminatori per motivi di razza, di religione, di sesso, di nazionalità, di lingua, di opinioni politiche o di condizioni personali o sociali ovvero a pene o trattamenti crudeli, disumani o degradanti o comunque ad atti che configurano violazione di uno dei diritti fondamentali della persona."
c.p.p.,Art. 698,2.,"2. Se il fatto per il quale è domandata l'estradizione è punito con la pena di morte secondo la legge dello Stato estero, l'estradizione può essere concessa solo quando l'autorità giudiziaria accerti che è stata adottata una decisione irrevocabile che irroga una pena diversa dalla pena di morte o, se questa è stata inflitta, è stata commutata in una pena diversa, comunque nel rispetto di quanto stabilito dal comma 1"
c.p.p.,Art. 699,1.,"1. La concessione dell'estradizione, l'estensione dell'estradizione già concessa e la riestradizione sono sempre subordinate alla condizione espressa che, per un fatto anteriore alla consegna diverso da quello per il quale l'estradizione è stata concessa o estesa ovvero da quello per il quale la riestradizione è stata concessa, l'estradato non venga sottoposto a restrizione della libertà personale in esecuzione di una pena o misura di sicurezza né assoggettato ad altra misura restrittiva della libertà personale né consegnato ad altro stato."
c.p.p.,Art. 699,2.,"2. La disposizione del comma 1 non si applica quando l'estradato, avendone avuta la possibilità, non ha lasciato il territorio dello stato al quale è stato consegnato trascorsi quarantacinque giorni dalla sua definitiva liberazione ovvero, avendolo lasciato, vi ha fatto volontariamente ritorno."
c.p.p.,Art. 699,3.,3. Il ministro può inoltre subordinare la concessione dell'estradizione ad altre condizioni che ritiene opportune.
c.p.p.,Art. 699,4.,4. Il ministro verifica l'osservanza della condizione di specialità e delle altre condizioni eventualmente apposte.
c.p.p.,Art. 700,1.,1. L'estradizione è consentita soltanto sulla base di una domanda alla quale sia allegata copia del provvedimento restrittivo della libertà personale o della sentenza di condanna a pena detentiva che ha dato luogo alla domanda stessa.
c.p.p.,Art. 700,2.,"2. Alla domanda devono essere allegati:
a) una relazione sui fatti addebitati alla persona della quale è domandata l'estradizione, con l'indicazione del tempo e del luogo di commissione dei fatti stessi e della loro qualificazione giuridica;
b) il testo delle disposizioni di legge applicabili ((...));
((
b-bis) il provvedimento di commutazione della pena nei casi di cui all'articolo 698, comma 2;
))
c) i dati segnaletici e ogni altra possibile informazione atta a determinare l'identità e la nazionalità della persona della quale è domandata l'estradizione."
c.p.p.,Art. 701,1.,1. L'estradizione di un imputato o di un condannato all'estero non può essere concessa senza la decisione favorevole della corte di appello.
c.p.p.,Art. 701,2.,"2. Tuttavia, non si fa luogo al giudizio della corte di appello quando l'imputato o il condannato all'estero acconsente all'estradizione richiesta. L'eventuale consenso deve essere espresso alla presenza del difensore ((e, se del caso, dell'interprete)) e di esso è fatta menzione nel verbale."
c.p.p.,Art. 701,3.,3. La decisione favorevole della corte di appello e il consenso della persona non rendono obbligatoria l'estradizione.
c.p.p.,Art. 701,4.,"4. La competenza a decidere appartiene, nell'ordine, alla corte di appello nel cui distretto l'imputato o il condannato ha la residenza, la dimora o il domicilio nel momento in cui la domanda di estradizione perviene al ((Ministro della giustizia)) ovvero alla corte di appello che ha ordinato l'arresto provvisorio previsto dall'articolo 715 o alla corte di appello il cui presidente ha provveduto alla convalida dell'arresto previsto dall'articolo 716. Se la competenza non può essere determinata nei modi così indicati, è competente la corte di appello di Roma."
c.p.p.,Art. 702,1.,"1. A condizione di reciprocità, lo stato richiedente ha la facoltà di intervenire nel procedimento davanti alla corte di appello e alla corte di cassazione facendosi rappresentare da un avvocato abilitato al patrocinio davanti all'autorità giudiziaria italiana."
c.p.p.,Art. 703,1.,"1. Il Ministro della giustizia quando ritiene di dare corso alla domanda di estradizione, la trasmette entro trenta giorni dal ricevimento con i documenti che vi sono allegati al procuratore generale presso la corte di appello competente a norma dell'articolo 701, comma 4."
c.p.p.,Art. 703,2.,"2. Salvo che si sia già provveduto a norma dell'articolo 717, il procuratore generale, ricevuta la domanda, dispone la comparizione davanti a sé dell'interessato e provvede alla sua identificazione.
Procede, altresì, all'interrogatorio dello stesso e ne raccoglie, previa informazione sulle conseguenze, l'eventuale consenso all'estradizione o la rinuncia al principio di specialità.
L'interessato è avvisato che è assistito da un difensore di ufficio, ma che può nominarne uno di fiducia. L'atto è compiuto alla necessaria presenza del difensore cui deve essere dato avviso almeno ventiquattro ore prima. ((Quando una particolare disposizione di legge lo prevede, il procuratore generale dispone che l'interessato partecipi a distanza all'interrogatorio. Il procuratore generale può altresì autorizzare a partecipare a distanza all'interrogatorio l'interessato e il difensore quando ne fanno richiesta.)) Il consenso all'estradizione e la rinuncia al principio di specialità non sono validi se non sono espressi alla presenza del difensore. La rinuncia dell'estradato alla garanzia del principio di specialità è irrevocabile alle condizioni stabilite dall'articolo 717, comma 2-bis."
c.p.p.,Art. 703,3.,"3. Il procuratore generale richiede alle autorità straniere, per mezzo del Ministro della giustizia, la documentazione e le informazioni suppletive che ritiene necessarie. Ove previsto dalle convenzioni internazionali, la richiesta è inoltrata direttamente dal procuratore generale, che ne dà comunicazione al Ministro della giustizia."
c.p.p.,Art. 703,4.,"4. Il procuratore generale, entro trenta giorni dalla data in cui la domanda di estradizione gli è pervenuta, presenta alla corte di appello la requisitoria."
c.p.p.,Art. 703,5.,"5. La requisitoria è depositata nella cancelleria della corte di appello, unitamente agli atti e alle cose sequestrate. La cancelleria cura la notificazione dell'avviso del deposito alla persona della quale è richiesta l'estradizione, al suo difensore e all'eventuale rappresentante dello stato richiedente, i quali, entro dieci giorni, hanno facoltà di prendere visione e di estrarre copia della requisitoria e degli atti nonché di esaminare le cose sequestrate e di presentare memorie.
CAP001 PGC002 PGC004 PGC005"
c.p.p.,Art. 704,1.,"1. Scaduto il termine previsto dall'articolo 703 comma 5, il presidente della corte fissa l'udienza per la decisione, con decreto da comunicarsi al procuratore generale e da notificarsi alla persona della quale è richiesta l'estradizione, al suo difensore e all'eventuale rappresentante dello stato richiedente, almeno dieci giorni prima, a pena di nullità. Provvede inoltre a designare un difensore di ufficio alla persona che ne sia priva ((e, ove necessario, nomina un interprete)). Fino a cinque giorni prima dell'udienza possono essere presentate memorie in cancelleria."
c.p.p.,Art. 704,2.,"2. La corte decide con sentenza in camera di consiglio ((, entro sei mesi dalla presentazione della requisitoria,)) sull'esistenza delle condizioni per l'accoglimento della domanda di estradizione, dopo aver assunto le informazioni e disposto gli accertamenti ritenuti necessari ((, sentiti)) il pubblico ministero, il difensore e, ((se comparsi)), la persona della quale è richiesta l'estradizione e il rappresentante dello stato richiedente."
c.p.p.,Art. 704,3.,"3. Quando la decisione è favorevole all'estradizione, la corte, se vi è richiesta del Ministro della giustizia, dispone la custodia cautelare in carcere della persona da estradare che si trovi in libertà. Provvede, altresì, al sequestro del corpo del reato e delle cose pertinenti, stabilendo quali devono essere consegnati allo Stato richiedente"
c.p.p.,Art. 704,4.,"4. Quando la decisione è contraria all'estradizione, la corte revoca le misure cautelari applicate e dispone in ordine alla restituzione delle cose sequestrate.
CAP005 CAP006tfe"
c.p.p.,Art. 705,1.,"1. Quando non esiste convenzione o questa non dispone diversamente, la corte di appello pronuncia sentenza favorevole all'estradizione se sussistono gravi indizi di colpevolezza ovvero se esiste una sentenza irrevocabile di condanna e se, per lo stesso fatto, nei confronti della persona della quale è domandata l'estradizione, non è in corso procedimento penale né è stata pronunciata sentenza irrevocabile nello Stato."
c.p.p.,Art. 705,2.,"2. La corte di appello pronuncia comunque sentenza contraria all'estradizione:
a) se, per il reato per il quale l'estradizione è stata domandata, la persona è stata o sarà sottoposta a un procedimento che non assicura il rispetto dei diritti fondamentali;
b) se la sentenza per la cui esecuzione è stata domandata l'estradizione contiene disposizioni contrarie ai principi fondamentali dell'ordinamento giuridico dello Stato;
((
c) se vi è motivo di ritenere che la persona verrà sottoposta ad atti persecutori o discriminatori per motivi di razza, di religione, di sesso, di nazionalità, di lingua, di opinioni politiche o di condizioni personali o sociali ovvero alla pena di morte o a pene o trattamenti crudeli, disumani o degradanti o comunque ad atti che configurano violazione di uno dei diritti fondamentali della persona;
c-bis) se ragioni di salute o di età comportino il rischio di conseguenze di eccezionale gravità per la persona richiesta.
))"
c.p.p.,Art. 706,1.,"1. Contro la sentenza della corte di appello può essere proposto ricorso per cassazione, anche per il merito, dalla persona interessata, dal suo difensore, dal procuratore generale e dal rappresentante dello stato richiedente. ((La corte decide entro sei mesi dal ricevimento del ricorso.))"
c.p.p.,Art. 706,2.,2. Nel giudizio davanti alla corte di cassazione si applicano le disposizioni dell'articolo 704.
c.p.p.,Art. 707,1.,"1. La sentenza contraria all'estradizione preclude la pronuncia di una successiva sentenza favorevole a seguito di un'ulteriore domanda presentata per i medesimi fatti dallo stesso stato, salvo che la domanda sia fondata su elementi che non siano già stati valutati dall'autorità giudiziaria."
c.p.p.,Art. 708,1.,1. Il ((Ministro della giustizia)) decide in merito all'estradizione entro quarantacinque giorni dalla ricezione del verbale che dà atto del consenso all'estradizione ovvero dalla notizia della scadenza del termine per l'impugnazione o dal deposito della sentenza della corte di cassazione.
c.p.p.,Art. 708,2.,"2. Scaduto tale termine senza che sia intervenuta la decisione del ministro, la persona della quale è stata chiesta l'estradizione, se detenuta, è posta in libertà."
