Domanda,Risposta 1,Risposta 2,Risposta 3
"Ai sensi dell’art. 60 c.p.p., assume la qualità di imputato:","la persona alla quale è attribuito il reato nella richiesta di rinvio a giudizio, di giudizio immediato, di decreto penale di condanna, di applicazione della pena a richiesta delle parti, nel decreto di citazione diretta a giudizio e nel giudizio direttissimo",la persona alla quale è attribuito il reato nella sola richiesta di rinvio a giudizio,"la persona alla quale è attribuito il reato solo nella richiesta di rinvio a giudizio, di giudizio immediato, di decreto penale di condanna e di applicazione della pena a richiesta delle parti"
"Ai sensi dell’art. 70 c.p.p., il giudice può disporre d’ufficio accertamenti sulla capacità dell’imputato?","Sì, se occorre","Sì, ma solo se le parti lo autorizzino","No, la perizia deve sempre essere richiesta dalle parti"
"La dichiarazione di costituzione di parte civile è depositata nella cancelleria del giudice che procede o presentata in udienza e deve contenere, a pena di inammissibilità:","tra l'altro, le generalità della persona fisica o la denominazione dell'associazione o dell'ente che si costituisce parte civile, le generalità dell'imputato nei cui confronti è esercitata l'azione civile, il nome e cognome del difensore",esclusivamente le generalità della persona fisica o la denominazione dell'associazione o dell'ente che si costituisce parte civile e l'esposizione delle ragioni che giustificano la domanda,solo il nome e cognome del difensore di parte civile e le generalità dell'imputato nei cui confronti è esercitata l'azione penale
"Qualora il pubblico ministero non decida entro i termini stabili dalla legge sulla richiesta di trasmissione degli atti a un diverso pubblico ministero per ragioni di competenza, il richiedente può:","chiedere al procuratore generale presso la corte di appello o, qualora il giudice ritenuto competente appartenga a un diverso distretto, al procuratore generale presso la Corte di cassazione, di determinare quale ufficio del pubblico ministero deve procedere",chiedere l’intervento del magistrato della procura della Repubblica presso il tribunale,chiedere al solo procuratore generale presso la corte di cassazione di determinare quale ufficio del pubblico ministero deve procedere
"Se una parte presenta richiesta di applicazione della pena a norma dell'art. 444 c.p.p. nel corso delle indagini preliminari, il giudice:",fissa con decreto un termine all'altra parte per esprimere il consenso o il dissenso,trasmette gli atti al giudice dell'udienza preliminare perché fissi udienza,trasmette gli atti al giudice del dibattimento perché fissi udienza
Quali delle seguenti figure sono ufficiali di polizia giudiziaria?,Gli ufficiali superiori dei Carabinieri,Tutto il personale della Polizia di Stato,I Carabinieri
"In ogni caso in cui lo stato di mente dell'imputato appare tale da renderne necessaria la cura nell'ambito del servizio psichiatrico, il giudice:",informa con il mezzo più rapido l'autorità competente per l'adozione delle misure previste dalle leggi sul trattamento sanitario per malattie mentali,informa il Pubblico ministero che disporrà le misure necessarie previste dalla legge,dispone d’ufficio e senza ritardo il ricovero dell’imputato in idonea struttura del servizio psichiatrico ospedaliero  
"In ogni stato e grado del procedimento, quando è ragionevole ritenere che l'imputato sia minorenne, l’autorità giudiziaria:",trasmette gli atti al procuratore della Repubblica presso il tribunale per i minorenni,trasmette gli atti al magistrato della procura presso la corte d’appello,trasmette gli atti al procuratore della Repubblica presso il tribunale
"Se davanti all'autorità giudiziaria o alla polizia giudiziaria una persona non imputata ovvero una persona non sottoposta alle indagini rende dichiarazioni dalle quali emergono indizi di reità a suo carico, l'autorità procedente:","ne interrompe l'esame, avvertendola che a seguito di tali dichiarazioni potranno essere svolte indagini nei suoi confronti e la invita a nominare un difensore",procede con l’esame tenendo conto delle nuove dichiarazioni,procede con l’esame e apre un nuovo procedimento per svolgere indagini nei confronti della persona che ha reso le nuove dichiarazioni
"Ai sensi dell’art. 92 c.p.p., la persona offesa che ha revocato il consenso all’esercizio dei diritti e delle facoltà spettanti all’associazione rappresentativa di interessi lesi dal reato:",non può prestarlo successivamente né alla stessa né ad altra associazione,"può successivamente prestarlo allo stesso ente, ma non ad un altra associazione",può prestarlo successivamente solo ad altro ente o associazione
"Nel procedimento penale, se si verifica l’intervento di enti o associazioni ex art. 91 c.p.p., le parti possono opporsi con dichiarazione scritta all'intervento entro:",tre giorni dalla notificazione,cinque giorni dalla notificazione,sette giorni dalla notificazione
"I difensori d’ufficio, che a richiesta dell'autorità giudiziaria o della polizia giudiziaria sono indicati ai fini della nomina, sono elencati:","in elenchi predisposti dai consigli dell'ordine forense di ciascun distretto di corte d'appello, mediante un apposito ufficio centralizzato",in elenchi predisposti dall’ordine nazionale degli avvocati,in elenchi predisposti e depositati in ciascun tribunale
"Contro l’ordinanza che decide sulla convalida dell’arresto o del fermo, chi può proporre ricorso per cassazione?","Il Pubblico Ministero, l’arrestato o il fermato",Solo il Pubblico Ministero,Solo l’arrestato o il fermato
"L'interrogatorio di persona che si trovi, a qualsiasi titolo, in stato di detenzione e che non si svolga in udienza:","deve essere documentato integralmente, a pena di inutilizzabilità, con mezzi di riproduzione fonografica o audiovisiva",può essere sempre documentato in forma riassuntiva,"deve essere documentato integralmente, a pena di inutilizzabilità, con mezzi di riproduzione fonografica o audiovisiva solo se si tratta di procedimento connesso"
"La parte civile, il responsabile civile e la persona civilmente obbligata per la pena pecuniaria stanno in giudizio col ministero di un difensore munito di:",procura speciale conferita con atto pubblico o scrittura privata autenticata dal difensore o da altra persona abilitata,procura ordinaria conferita con atto pubblico,procura speciale conferita esclusivamente con scrittura privata autenticata dal difensore
"Ai sensi dell’art. 100 c.p.p., la procura speciale:","si presume conferita soltanto per un determinato grado del processo, quando nell'atto non è espressa volontà diversa",è conferita per tutti i gradi del processo,è sempre conferita per un determinato grado del processo
"In materia di garanzie di libertà del difensore, quale delle seguenti affermazioni non è corretta?  ",È consentita sempre l'intercettazione relativa a conversazioni o comunicazioni dei difensori,"Le ispezioni negli uffici dei difensori sono consentite solo quando essi o altre persone che svolgono stabilmente attività nello stesso ufficio sono imputati, limitatamente ai fini dell'accertament o del reato loro attribuito",Le perquisizioni negli uffici dei difensori sono consentite solo per rilevare tracce o altri effetti materiali del reato o per ricercare cose o persone specificamente predeterminate
"L'abbandono della difesa delle parti private diverse dall'imputato, della persona offesa, degli enti e delle associazioni previsti dall’art. 91 c.p.p.:",non impedisce in alcun caso l'immediata continuazione del procedimento e non interrompe l'udienza,provoca l’interruzione immediata dell’udienza,impedisce l'immediata continuazione del procedimento e interrompe l'udienza
"Nel caso in cui l’incompatibilità della difesa di più imputati nello stesso procedimento sia rilevata nel corso delle indagini preliminari, il giudice:","su richiesta del pubblico ministero o di taluna delle parti private e sentite le parti interessate, dichiara l’incompatibilità con ordinanza provvedendo alle necessarie sostituzioni",dichiara l’incompatibilità d’ufficio,solo su richiesta della parte privata dichiara l’incompatibilità e dispone le sostituzioni con sentenza
"A norma dell’art. 441 c.p.p., il giudizio abbreviato si svolge:",in camera di consiglio; il giudice dispone che il giudizio si svolga in pubblica udienza quando ne fanno richiesta tutti gli imputati,solo in camera di consiglio,in udienza pubblica solo quando ne faccia richiesta il Pubblico Ministero
"Quando il giudice, nel corso del giudizio abbreviato, ritiene di non poter decidere allo stato degli atti assume:","anche d'ufficio, gli elementi necessari ai fini della decisione","gli elementi necessari ai fini della decisione, ma mai d’ufficio","solo su istanza dei difensori, gli elementi necessari ai fini della decisione"
"L’applicazione della pena su richiesta dell’imputato o del Pubblico Ministero, è disposta dal giudice con:",sentenza,ordinanza motivata appellabile,decreto
"Qualora il giudice disponga l’applicazione della pena su richiesta delle parti, la sentenza non comporta la condanna al pagamento delle spese del procedimento né l'applicazione di pene accessorie e di misure di sicurezza, fatta eccezione della confisca:",quando la pena irrogata non superi i due anni di pena detentiva soli o congiunti a pena pecuniaria,quando la pena irrogata non superi i tre anni di pena detentiva soli o congiunti a pena pecuniaria,quando la pena irrogata non superi l’anno di pena detentiva congiunta a pena pecuniaria
"Nel caso sia stato notificato il decreto di giudizio immediato, la richiesta di applicazione della pena è formulata:",entro quindici giorni dalla notificazione del decreto stesso,"entro la presentazione delle conclusioni di cui all’articolo 421, comma 3 c.p.p.",entro la dichiarazione di apertura del dibattimento di primo grado nel giudizio immediato
Chi ha la capacità di testimoniare?,Ogni persona,Solo il maggiore di età,Solo colui che ha la capacità di intendere e di volere
La libertà di una persona può essere indirettamente limitata secondo quali norme?,"Le norme del Codice penale, del Codice di procedura penale e delle leggi di pubblica sicurezza",Le norme contenute nel Codice civile,Solamente le norme dettate dal Codice penale
Per acquisire notizie da persone in grado di riferire circostanze utili ai fini dell'attività investigativa il difensore:,"può sia svolgere un colloquio non documentato, sia chiedere una dichiarazione scritta, sia chiedere di rendere informazioni da documentare  ",può solo chiedere una dichiarazione scritta,può solo chiedere di rendere informazioni da documentare
