Question,Answer 1,Answer 2,Answer 3
L'imputato sottoposto ad accompagnamen to coattivo non puÃ² essere tenuto a disposizione del giudice:,"oltre il compimento dell'atto previsto e di quelli consequenziali per i quali perduri la necessitÃ  della sua presenza e, in ogni caso, non oltre le ventiquattro ore",oltre le sei ore,"oltre il compimento dell'atto previsto e di quelli consequenziali per i quali perduri la necessitÃ  della sua presenza ed, in ogni caso, non oltre le quarantotto ore"
L'interrogatorio di persona in stato di detenzione che non si svolge in udienza Ã¨ documentato:,integralmente con mezzi di riproduzione fonografica o audiovisiva oltre che con verbale in forma riassuntiva,solo con verbale redatto in forma riassuntiva dall'ausiliario del magistrato,con verbale redatto in forma integrale dall'ausiliario del magistrato
La nomina dell'interprete:,"Ã¨ disposta anche quando il giudice, il pubblico ministero o l'ufficiale di polizia giudiziaria abbiano personale conoscenza della lingua o del dialetto da interpretare",Ã¨ sempre necessaria nei procedimenti di primo grado,non puÃ² essere disposta quando il giudice ed il pubblico ministero abbiano personale conoscenza della lingua o del dialetto da interpretare
PuÃ² essere chiamato all'ufficio di interprete il consulente tecnico nominato in un procedimento connesso?,"No, mai","SÃ¬, qualora il giudice debba procedere con urgenza e non sia disponibile altro soggetto idoneo","SÃ¬, sempre"
Ãˆ possibile usare la narcoanalisi per interrogare o esaminare l'imputato?,"No, mai","SÃ¬, se vi Ã¨ il consenso dell'imputato","SÃ¬, se vi Ã¨ l'autorizzazione del giudice"
La parte civile puÃ² essere sottoposta ad esame delle parti?,"SÃ¬, se non debba essere esaminata come testimone","SÃ¬, sempre",Solo se l'esame Ã¨ disposto d'ufficio dal giudice
Ãˆ consentita l'acquisizione di documenti anonimi nel processo penale?,"No, salvo che costituiscano corpo del reato o provengano comunque dall'imputato","SÃ¬, purchÃ© provengano dal pubblico ministero","No, mai"
"Se riconosce che il giudice di primo grado era incompetente per territorio, il giudice dell'appello:  ","annulla la sentenza e trasmette gli atti al giudice di primo grado competente, purchÃ© lâ€™incompetenza sia stata eccepita entro la fase delle questioni preliminari al dibattimento e lâ€™eccezione sia stata riproposta nei motivi di appello","annulla la sentenza e trasmette gli atti al pubblico ministero presso il giudice competente, purchÃ© lâ€™incompetenza sia stata eccepita entro la fase delle questioni preliminari al dibattimento e lâ€™eccezione sia stata riproposta nei motivi di appello",annulla sempre la sentenza e trasmette gli atti al pubblico ministero presso il giudice competente
Il giudice dispone ulteriori accertamenti peritali sullo stato di mente dell'imputato in caso di sospensione del procedimento per incapacitÃ  del medesimo:,allo scadere del sesto mese dalla pronuncia dell'ordinanza di sospensione del procedimento o anche prima quando ne ravvisi l'esigenza,dopo un mese dalla pronuncia dell'ordinanza di sospensione del procedimento,allo scadere dell'ottavo mese dalla pronuncia dell'ordinanza di sospensione del procedimento
PuÃ² il difensore nello svolgimento della propria attivitÃ  investigativa chiedere documentazione alla pubblica amministrazione?,"SÃ¬, come previsto dallâ€™art. 391âˆ’ quater del codice di procedura penale","SÃ¬, previo consenso del pubblico ministero","SÃ¬, previa autorizzazione del pubblico ministero"
Decide sulla dichiarazione di ricusazione del perito:,"il giudice che ha disposto la perizia, con ordinanza","il giudice che ha disposto la perizia, con decreto",il giudice che ha disposto la perizia oralmente
L'imputato che rinuncia all'udienza preliminare:,puÃ² chiedere il giudizio immediato,chiede l'applicazione della pena su richiesta delle parti,chiede il giudizio abbreviato
In caso di assenza dell'imputato all'udienza preliminare per assoluta impossibilitÃ  di comparire per legittimo impedimento:,"il giudice, con ordinanza, anche dâ€™ufficio, rinvia ad una nuova udienza",il giudice prosegue nell'udienza,il giudice rinvia con decreto l'udienza
"In sede di incidente probatorio, puÃ² essere chiesta una perizia:","che, se fosse disposta in dibattimento, ne potrebbe determinare una sospensione superiore a sessanta giorni",solo se la richiede il pubblico ministero,se riguarda una cosa o un luogo soggetto a modificazione evitabile
Il termine di durata massima delle indagini preliminari per il delitto di associazione di tipo mafioso Ã¨ di:,due anni,quattro anni,tre anni
Le attivitÃ  di polizia giudiziaria per i giudici del distretto sono svolte:,dalla sezione istituita presso la corrispondente procura della repubblica,da tutti gli appartenenti al corpo di polizia,dalla sezione costituita presso la procura generale della corte di appello
"Nel caso di giudizio direttissimo, se il giudice non convalida lâ€™arresto in flagranza:",restituisce gli atti al pubblico ministero,chiede allâ€™imputato se aderisce ad un rito alternativo,procede sempre al giudizio
Il patteggiamento comporta sempre lâ€™esclusione dal pagamento delle spese processuali?,"No, solo quando la pena irrogata non superi i due anni di pena detentiva soli o congiunta a pena pecuniaria","No, mai","SÃ¬, sempre"
L'opposizione al decreto penale di condanna da parte dell'imputato e della persona civilmente obbligata per la pena pecuniaria Ã¨ proposta nel termine di:  ,quindici giorni dalla notificazione del decreto,venti giorni dalla notificazione del decreto,dieci giorni dalla notificazione del decreto
"Con la sentenza di condanna che applica la pena, il giudice puÃ² applicare le misure di sicurezza?","SÃ¬, se ne viene richiesta lâ€™applicazione dal pubblico ministero","SÃ¬, su richiesta di parte ovvero dâ€™ufficio","No, devono essere applicate dal magistrato di sorveglianza"
La redazione dei motivi di fatto e di diritto della sentenza normalmente:,Ã¨ eseguita subito dopo la redazione del dispositivo,Ã¨ eseguita di regola non oltre il ventesimo giorno dalla pronuncia,Ã¨ eseguita entro il termine indicato dal giudice
"Per proporre impugnazione, ai sensi dellâ€™art. 568 c.p.p. Ã¨ necessario:",avervi interesse,avere delle valide argomentazioni,evidenziare un errore di diritto
Ãˆ possibile proporre impugnazione con un telegramma?,"SÃ¬, e si considera proposta nella data di spedizione del telegramma","SÃ¬, e si considera proposta nella data di ricezione del telegramma","No, mai"
Il decreto di citazione in appello Ã¨ comunicato ai difensori delle parti almeno:,venti giorni prima dellâ€™udienza fissata,dieci giorni prima dellâ€™udienza fissata,tre giorni dopo la sua emissione
"Ai sensi dellâ€™art. 648 c.p.p., sono irrevocabili le sentenze:",contro le quali non Ã¨ ammessa impugnazione diversa dalla revisione,contro le quali non Ã¨ piÃ¹ ammessa alcuna impugnazione,contro le quali Ã¨ ammesso solo il ricorso in cassazione
Nel giudizio abbreviato la pena dell'ergastolo senza isolamento diurno Ã¨ sostituita:,con quella della reclusione ad anni trenta,con quella della reclusione di anni venti,con quella dell'arresto di anni trenta
Qualora non sia possibile eseguire la notifica personalmente all'imputato non detenuto nÃ© ad altre persone che convivano con lui nÃ© al portiere:,"si deposita l'atto nel municipio e si affigge sulla porta di abitazione o del luogo di lavoro avviso del deposito, dandone poi comunicazione all'imputato a mezzo di lettera raccomandata con avviso di ricevimento",si affigge sulla porta dell'abitazione del destinatario la comunicazione dell'avvenuto deposito dell'atto nella cancelleria del giudice procedente,"si deposita l'atto in cancelleria, dandone poi comunicazione all'imputato a mezzo di lettera raccomandata con avviso di ricevimento"
"Il civilmente obbligato per la pena pecuniaria puÃ² essere sottoposto, nel dibattimento:",ad esame,a testimonianza,ad esame se non debba essere sentito come testimone
La perquisizione locale Ã¨ disposta:,"quando vi Ã¨ fondato motivo di ritenere che il corpo del reato o cose pertinenti al reato si trovino in un determinato luogo, ovvero che in esso possa eseguirsi l'arresto dell'imputato o dell'evaso",solo quando vi Ã¨ fondato motivo di ritenere che in quel luogo possa eseguirsi l'arresto dell'imputato o dell'evaso,quando occorre accertare le tracce o gli altri effetti materiali del reato
Il giudice puÃ² autorizzare il pubblico ministero a ritardare il deposito presso la segreteria dei verbali e delle registrazioni delle operazioni di intercettazione di comunicazioni e conversazioni?,"SÃ¬, se dal deposito puÃ² derivare un grave pregiudizio per le indagini","SÃ¬, anche oltre la chiusura delle indagini preliminari","No, mai  "
"Le misure cautelari disposte dal giudice che, contestualmente o successivamente, si dichiara incompetente per qualsiasi causa cessano di avere effetto:",se entro venti giorni dall'ordinanza di trasmissione degli atti il giudice competente non provvede secondo quanto stabilito dalla legge,"se entro cinque giorni dall'ordinanza di trasmissione degli atti, il giudice competente non provvede secondo quanto stabilito dalla legge",se entro quindici giorni dall'ordinanza di trasmissione degli atti il giudice competente non provvede secondo quanto stabilito dalla legge
In che consiste l'esperimento giudiziale?,"Nella riproduzione, per quanto possibile, della situazione in cui il fatto si afferma o si ritiene avvenuto e nella ripetizione delle modalitÃ  di svolgimento del fatto stesso",Nel prelievo di un campione,Nella riproduzione di un esperimento scientifico davanti al giudice interessato e alla presenza delle parti
"Se il giudice ritiene che con la sentenza possa essere concessa la sospensione condizionale della pena, puÃ² essere disposta la misura della custodia cautelare?",No,"SÃ¬, in ogni caso","SÃ¬, qualora il pubblico ministero non richieda espressamente l'applicazione della custodia cautelare"
"Ferme le eccezioni previste dal codice di procedura penale, quali sono le condizioni di applicabilitÃ  specifiche delle misure coercitive previste dall'art. 280 c.p.p?",Deve trattarsi di delitti che prevedono come pena l'ergastolo o la reclusione superiore nel massimo a tre anni,Deve trattarsi di delitti che prevedono come pena la reclusione,Deve trattarsi unicamente di delitti che prevedono come pena l'ergastolo
L'ordinanza che dispone la sospensione del processo in attesa che sia risolta la questione pregiudiziale sullo stato di famiglia o di cittadinanza:,Ã¨ soggetta a ricorso per cassazione,Ã¨ appellabile,Ã¨ inoppugnabile
Ãˆ consentito al pubblico ministero chiedere una proroga della custodia cautelare?,"SÃ¬, nel corso delle indagini preliminari, purchÃ© sussistano gravi esigenze cautelari in rapporto ad accertamenti particolarmente complessi o a nuove indagini","SÃ¬, il pubblico ministero puÃ² chiedere in ogni momento che i termini della custodia cautelare, prossimi a scadere, siano prorogati, purchÃ© l'imputato vi acconsenta","No, salvo che si proceda per taluni reati espressamente indicati dalla legge"
La richiesta di riesame dell'ordinanza che dispone una misura coercitiva puÃ² essere chiesta dall'imputato:,"entro dieci giorni dall'esecuzione o notificazione del provvedimento, salvo che si tratti di ordinanza emessa a seguito di appello del pubblico ministero","entro trenta giorni dall'esecuzione o notificazione del provvedimento, in ogni caso",entro cinque giorni dall'esecuzione o notificazione del provvedimento
L'imputato puÃ² proporre una richiesta di riesame dell'ordinanza che dispone una misura coercitiva?,"SÃ¬, entro dieci giorni dall'esecuzione o notificazione del provvedimento, salvo che si tratti di ordinanza emessa a seguito di appello del Pubblico Ministero","SÃ¬, entro cinque giorni dall'esecuzione o notificazione del provvedimento","SÃ¬, entro trenta giorni dall'esecuzione o notificazione del provvedimento in ogni caso"
